id_tweet,texto_tweet,texto_limpo,cluster,tsne_x,tsne_y
1969457162339430426,"@SulliHyun @eusoubelll @peleasclub Eu tenho depressão a 7 anos 
E nunca faria isso que ela fez
Sem desculpas prfv",depressão anos nunca faria fez desculpas prfv,1,12.349235,16.154684
1969457485518909766,"Tomar bainho gelado colocar uma mini saia um top encher a mochila de roupa e me preparar pra ir pra praia 

PQP a depressão simplesmente saiu do meu corpo",tomar bainho gelado colocar mini saia top encher mochila roupa preparar pra pra praia pqp depressão simplesmente saiu corpo,1,14.81034,12.987764
1969457670999495000,gripe cansaço depressao ansiedade dor no corpo baixa autoestima insegurança solidão TDAH estresse má alimentação distúrbios do sono transtorno bipolar borderline esquisofrênia,gripe cansaço depressao ansiedade dor corpo baixa autoestima insegurança solidão tdah estresse alimentação distúrbios sono transtorno bipolar borderline esquisofrênia,1,3.985754,26.929014
1969457752545128532,"Ai que depressão, sábado lindo desse em casa",depressão sábado lindo desse casa,1,10.768021,27.824236
1969457812536180935,"@jpmoura1903 @SulliHyun @eusoubelll @peleasclub a questão aqui é que vc não é ela, se vc nunca faria isso, não quer dizer que outras pessoas com depressão tbm não fariam, se toca",questão aqui nunca faria quer dizer outras pessoas depressão tbm fariam toca,1,12.111743,15.940951
1969457923865670056,A DEPRESSÃO SAINDO TODINHA DO MEU CORPO https://t.co/LMfSaihUFH,depressão saindo todinha corpo,1,11.941482,22.268064
1969458009140031507,é sábado e eu pensando na segunda se isso não é depressão só pode ser vida adulta,sábado pensando segunda depressão pode vida adulta,1,10.837192,27.425474
1969458031353065548,"Caralho, depressão... como que eu deixei chegar nesse ponto?",caralho depressão deixei chegar nesse ponto,1,0.97354954,26.072138
1969458155055612314,@gusyeva_ Se bem que para ter depressão é necessário ser capaz de sentir um sentimento que não seja raiva,bem ter depressão necessário capaz sentir sentimento raiva,1,19.01168,20.365795
1969458209078276234,"Nunca me identifiquei tanto com uma personagem. Finalmente alguém falando sobre depressão silenciosa. O que acaba com ela não é nem a doença em si, são as pessoas; essa droga te obriga a parecer feliz o tempo inteiro pra que ninguém veja, e quando você se esgota completamente... https://t.co/hmbq6a7zr6",nunca identifiquei tanto personagem finalmente alguém falando sobre depressão silenciosa acaba doença pessoas droga obriga parecer feliz tempo inteiro pra ninguém veja esgota completamente,1,10.133553,14.092456
1969458217534062734,"Vou ser feliz novamente quando a Ariana lançar um clipe com temática halloween. Meio que não haverá depressão, não haverá tristeza, haverá apenas felicidade no meu corpo",vou feliz novamente ariana lançar clipe temática halloween meio haverá depressão haverá tristeza haverá apenas felicidade corpo,1,21.233173,21.981668
1969458342994096406,Eu tô numa euforia tão grande que muito provavelmente a depressão me aguarda mais tarde.  Eu trabalhando de boa hj tá tudo certo. Em casa eu faço a lista de poluição atmosférica querendo me matar. Mais um dia normal na vida do universitário,euforia tão grande provavelmente depressão aguarda tarde trabalhando boa tudo certo casa faço lista poluição atmosférica querendo matar dia normal vida universitário,1,23.370188,12.993129
1969458522090803215,"@jpmoura1903 @SulliHyun @peleasclub Não é uma desculpa, longe disso, cada ser humano sente diferente, cada ser esta cansado de outra forma,. 
Tambem lido com a depressao desde 2019, tive depressao profunda, e entendi o cansaço dela. Não minimize a dor do outro querendo se achar melhor, a dor é dela.",desculpa longe disso cada humano sente diferente cada cansado outra forma tambem lido depressao desde depressao profunda entendi cansaço minimize dor outro querendo achar melhor dor,1,-0.4877924,26.797039
1969458541275586721,"A cura de toda a depressão do mundo se chama Lee Know 

#LeeKnow #리노 #リ #StrayKids #STRAYKIDSx2025TMA https://t.co/av0HpLicNZ",cura toda depressão mundo chama lee know leeknow straykids straykidsxtma,1,12.172863,26.092724
1969458568823730228,"Dia 1 tentando desenhar qualquer coisa pra lutar contra a depressão : fiz o @B0t_O1 que interage bastante aqui além da Ally, Moon, etc. https://t.co/S56jaCxlhN",dia tentando desenhar qualquer coisa pra lutar contra depressão fiz interage bastante aqui além ally moon etc,1,12.288456,12.862264
1969458647479574746,"Fazem tudo virar sobre você. Sendo que é o oposto; nada NUNCA é sobre você. No fim, entre o irmão dela, cuja depressão é mais visível, e ela, com depressão silenciosa, tenho a sensação de que a Max vai morrer. Provavelmente na próxima temporada.",fazem tudo virar sobre sendo oposto nada nunca sobre fim irmão cuja depressão visível depressão silenciosa sensação max vai morrer provavelmente próxima temporada,1,16.37784,16.810534
1969458664994906618,@mateusalp Aí tu vai ver os prédios novos do Porto maravilha dá até depressão,vai ver prédios novos porto maravilha depressão,1,14.123487,19.79946
1969458718652698670,libera o drive ai e junto o video do nosso encontro pfv a depressao de saudade ta apagando minha memoria! sera q aconteceu mesmo,libera drive junto video encontro pfv depressao saudade apagando memoria sera aconteceu,1,-1.0987113,32.515553
1969458766136406323,"@Liam__Parker123 @Dc_da_depressao Essa não é Anna Waller; é a Amanda Wintour 
https://t.co/hHkrqDTLe1",anna waller amanda wintour,1,6.1863933,3.2384753
1969459012153315332,"@caio_ct27710 @drago_ldf @Dc_da_depressao Eu não gosto dele, mas nem eu ia querer que fosse morto por racismo tbm né",gosto querer morto racismo tbm,2,9.284185,-7.8153496
1969459093183078681,@AlessandroAMir3 @Vessoni ta carente hein amigo ? kkkkkkkkkk como ninguém te respondeu eu respondo pra vc sair dessa depressão profunda,carente hein amigo kkkkkkkkkk ninguém respondeu respondo pra sair dessa depressão profunda,1,17.875347,25.434261
1969459262985240729,eu era triste ate te conhecer ai eu entrei em depressao,triste ate conhecer entrei depressao,1,-1.4144715,29.792807
1969459268999905751,"@socrates_szz Plot do Peacemaker: redenção, questionamentos, depressão, aceitação...

Plot da Eagly: DEUS AGUIA ANCESTRAL 

Simplesmente cinema",plot peacemaker redenção questionamentos depressão aceitação plot eagly deus aguia ancestral simplesmente cinema,1,13.570278,14.067413
1969459527733883232,"@lusiwonii Mas que depressão toda é essa em um dorama só, não foi isso que eu pedi não",depressão toda dorama pedi,1,13.1475315,20.545218
1969459638786478250,"@waynelogy WHWGWHWGWGWGWGW EH QYE EU GOSTO DESSE ASSUNTO 🥺
distimia é transtorno depressivo persistente! eh tipo os sintomas da depressão so que mais duradouros e mais moderados",whwgwhwgwgwgwgw qye gosto desse assunto distimia transtorno depressivo persistente tipo sintomas depressão duradouros moderados,1,16.45662,25.118038
1969459880974069794,"@luanvramos_ @Franca5722 @peleasclub Só sei q é uma situação delicada que vai se formar a partir daí, dificilmente a mãe continuará com a guarda da filha, fora os traumas pra ambas, q ela consiga se recuperar a tal da depressão é complicada",sei situação delicada vai formar partir daí dificilmente mãe continuará guarda filha traumas pra ambas consiga recuperar tal depressão complicada,1,22.746502,5.737036
1969460028571627778,vou ficar sem sair de casa até o final do ano q depressao,vou ficar sair casa final ano depressao,1,3.9159486,28.888775
1969460064214741038,@howsweetrkive Eu amei 🥺🥺🥺 tem música de amor e de depressão  tbm 🤚,amei música amor depressão tbm,1,5.246996,-7.7850657
1969460166874579108,Eu tô só depressão,depressão,1,14.261621,20.973104
1969460186327695408,"mds o primeiro ep já foi assim cheio de sofrimento e depressão 

POISONOUS LOVE  
#พิษรักEP1 https://t.co/esvB6mZiYJ",mds primeiro assim cheio sofrimento depressão poisonous love,1,13.886708,17.407383
1969460346277490737,"@_5lrrt @macedomj2024 @Dc_da_depressao 😭😭😭posso nem usar a desculpa que ele veio pra terra dps,pq ele chegou primeiro que a Kara",posso usar desculpa veio pra terra dpspq chegou primeiro kara,1,28.157793,12.670349
1969460361041477736,@ayla_mavine14 DEPRESSAO VIU,depressao viu,1,-0.19145277,30.267097
1969460429240811842,"Eu voltando das cinzas depois de uma depressão profunda, aí que divo da minha parte",voltando cinzas depressão profunda divo parte,1,16.883402,25.278337
